seed_delta,kenpom_rank_delta,adj_efficiency_margin_delta,adj_o_delta,adj_d_delta,tempo_delta,three_pt_pct_delta,efg_pct_delta,turnover_rate_delta,ft_rate_delta,oreb_pct_delta,conference_strength_delta,coach_apps_delta,close_game_wpct_delta,variance_delta,experience_score_delta,draft_prospects_delta,win_pct_delta,last_10_win_pct_delta,seed_a_val,seed_b_val,higher_seed_kenpom,aem_sum,tempo_avg,hist_seed_win_rate,round_num,seed_kenpom_gap_delta,outcome,year,round,region,team_a,team_b
-7,-78,13.887837798155992,10.1954250218172,-3.6924127763387986,7.966215075121994,-0.007080534094753899,0.0014495734197168542,0.017964397982735164,0.0038468296769756383,-3.9252507134003594,0.059866296593800605,-3,0.06748874649611658,-6.75211928393194,1.5,1,0.031328828857175584,-0.09486185012904069,5,12,13,21.7586320254673,67.53106314924824,0.649,1,43,0,2025,R64,Midwest,Clemson,McNeese
-9,-40,16.271443809749023,8.40297142926515,-7.86847238048388,1.2880111784779444,-0.047704140227732617,0.004781689638806541,0.012762230180890705,0.0053048354667739606,-2.3677256124447474,2.5570796192355365,8,-0.08994549254639528,-2.716136934927544,-1.2595754648744713,3,0.0038458481064421735,0.17555561782008666,4,13,27,11.495005736811718,67.84007305073249,0.8,1,-16,1,2025,R64,Midwest,Purdue,High Point
-5,-31,5.215285679159539,10.023416250508959,4.808130571349423,1.554205871986099,-0.003373662974730851,0.01808489232860233,0.028214738686907742,-0.06047082465285919,4.706036368716013,1.2388575977290057,3,0.49524434249271365,1.9494223034250968,-1.5,0,0.08348916298225362,-0.08210129990462867,6,11,40,29.449473562495537,65.39462462548173,0.627,1,11,1,2025,R64,Midwest,Illinois,Xavier
-11,-45,11.543947926476761,6.668315054409234,-4.875632872067527,-0.2836142726637547,0.013519371814511238,0.019361490799470138,-0.04505309878297101,0.044147281862464194,-3.722968965131077,4.7685938113224005,5,0.14534058466865674,2.285897541348449,-1.3299077362786518,1,0.1675479390538227,0.32004034219203065,3,14,14,19.443440348076596,67.78842363917776,0.857,1,-37,1,2025,R64,Midwest,Kentucky,Troy
-3,-3,12.244085643387264,-0.7927801376735033,-13.036865781060769,12.992028099047722,0.006915729711923446,0.02007501127666811,0.010275704041300016,-0.06887399902581753,-3.888509472707824,-0.5152928474421405,2,0.20684488518669192,3.8129619820563327,-1.5,0,-0.11732570467779357,-0.12713888364904324,7,10,33,15.263573169531673,69.36983248207063,0.608,1,-12,1,2025,R64,Midwest,UCLA,Utah State
-13,-102,24.54037096524413,9.30928756114048,-15.231083404103657,-1.781498382367495,-0.009763689915048945,0.05978441758045028,0.011201830210699038,0.03750404287500869,3.448233411916167,4.394324456551366,5,0.04628472043219417,-2.975261826331554,0.4461941397600082,1,0.00015369118709140928,0.13378921916990694,2,15,15,21.964204317270976,61.47558629134063,0.938,1,-16,1,2025,R64,Midwest,Tennessee,Wofford
-15,-165,31.927621351688753,12.419070734995273,-19.50855061669347,-0.5062907779897188,0.034962827428354604,0.01855891775806462,0.020197218001156786,0.10428316655028574,4.9243191055142965,4.195965692349628,25,0.2926911084677487,-0.6027214839207851,-1.043888341915645,1,0.3271889549850009,0.3821678918418122,1,16,2,17.53072925171799,71.68502433581526,0.991,1,9,1,2025,R64,South,Auburn,Alabama State
-1,-42,-18.14717997868718,-5.286947137957824,12.860232840729367,-7.796840304944524,0.020051707231343474,0.01954954235263462,0.027802722045476153,-0.06898578672156341,-0.09527296715960176,1.0075719396240435,-2,-0.018064921496570963,-2.5785436759852995,-0.9768995167095031,2,-0.17880215150813794,-0.24708539966658172,8,9,17,25.631574745549205,73.1133596760499,0.512,1,37,0,2025,R64,South,Louisville,Creighton
-7,-19,11.229141464660643,9.284675139953407,-1.9444663247072356,-0.667574842886097,0.07998285056276339,0.040759136366595894,-0.05756369925602073,-0.009100944630010988,4.427473528308443,3.2740476497998823,14,0.29909413864875817,-0.4369147768246826,-1.4204794772470573,2,0.13091372131867773,0.13147644354131371,5,12,32,26.963960469805116,64.78076565264398,0.649,1,-16,1,2025,R64,South,Michigan,UC San Diego
-9,-41,24.308815870344187,5.788825173547991,-18.5199906967962,6.449221833181447,0.05866983217247862,0.026918966636759745,-0.0013185850329465454,-0.037819162445906274,-1.5010110623211474,3.3282027463427895,2,0.27301124103877594,-7.005721126683246,0.010981755135521354,1,0.09225234645515734,0.10711261524686,4,13,28,24.30488427209635,64.60776693997306,0.8,1,-15,1,2025,R64,South,Texas A&M,Yale
-5,-24,10.875084355904802,4.127654034691716,-6.747430321213088,-6.0953207550521995,-0.0990733026898179,0.019343192094033235,0.044958115911603536,-0.00012112053468177342,1.925651155192373,3.3089975600528243,-1,0.3143566439164237,-0.6838284776998123,0.8830560971893266,1,-0.06387141126576246,-0.2158523491705273,6,11,41,18.221234121651165,67.5689523108466,0.627,1,4,1,2025,R64,South,Ole Miss,UNC
-11,-78,31.23878174079364,7.453047722906234,-23.785734017887407,2.803859699890481,-0.01944330163504715,0.008024823670529035,-0.017530316684060743,-0.06814862612839201,1.137168744043855,5.085837581102781,-1,-0.2937560065445798,-3.282437402413045,-1.245611226136476,2,-0.14573858701769493,0.03251893895334279,3,14,16,25.851204182676483,70.39227367562711,0.857,1,-4,1,2025,R64,South,Iowa State,Lipscomb
-3,-14,-0.5323106530840764,-2.336437977473338,-1.8041273243892562,-8.677754019902281,0.03376327902483106,0.03557179982559,0.009605104498673384,-0.014950514696404127,-3.407655016126121,0.2094148652345813,-6,0.10951704951627134,-3.8930128289049417,1.5,1,0.06849063147687473,-0.1733905933746217,7,10,19,19.713167096694164,68.58911373523242,0.608,1,-1,0,2025,R64,South,Marquette,New Mexico
-13,-105,37.5988045419244,10.669576917871794,-26.9292276240526,-2.22303823643324,-0.04390098596690123,0.04283137207814308,0.015056999126540349,-0.12340307819537533,0.5510403601204352,4.965721480361766,12,0.05413226132274629,0.7756452636877,-1.5,3,0.3404634892248919,0.29893251838631274,2,15,9,12.200958773160677,68.31910308217641,0.938,1,-13,1,2025,R64,South,Michigan State,Bryant
-15,-123,34.35516698045541,16.517103997598724,-17.838062982856684,0.9697186635971917,0.03233355181610453,0.06965179380633724,-0.025432760666166426,-0.025198665079700422,-2.351397190785029,4.214571873032839,13,0.35248686716442157,1.3420703013371966,-1.5,3,0.22007028966152398,0.3583625085991642,1,16,3,30.976956752880184,67.17124385131604,0.991,1,-33,1,2025,R64,West,Florida,Norfolk State
-1,29,-8.819210265516764,-4.330431009026114,4.488779256490645,-4.5984487062158195,-0.0510060382725504,0.023138410903451923,-0.07095671496711001,0.047544194982944155,0.42916893504872533,1.1625616296608392,1,0.30515086124342516,-5.871639778476677,-0.9419101003041455,2,-0.08123794649494254,-0.16102036312996393,8,9,47,28.784818404448835,65.5171408644434,0.512,1,-34,1,2025,R64,West,UConn,Oklahoma
-7,-62,6.325113218191426,4.895964356286228,-1.4291488619052046,2.274295108406463,-0.05659412324268964,0.034895070381235405,-0.05916471615901718,-0.04192669381666325,8.264227210103055,2.066777327110271,10,-0.1382940639381881,-1.9579515722309484,0.6584723835800439,2,0.08399129996982824,-0.05347474506866523,5,12,21,21.093243133014703,71.50809277325882,0.649,1,27,0,2025,R64,West,Memphis,Colorado State
-9,-68,16.410218571332564,0.4314349760749252,-15.978783595257653,0.20819599883076023,0.02474006217372282,-0.000559833621486816,0.00882398199413334,-0.05531214779613092,-6.159114536497842,2.3590580112486554,8,0.14880627954818904,-1.486045620424198,-1.5,2,0.0898453257049261,-0.1533829077141683,4,13,28,27.43601044730572,73.77430055316862,0.8,1,12,1,2025,R64,West,Maryland,Grand Canyon
-5,-13,12.070085260328124,10.867778367499056,-1.202306892829057,-2.0557005906286605,-0.050594239537390284,-0.0014950186230370255,0.028225865867372524,0.07926925014030528,1.053614853243701,2.8615629800723466,5,0.3028344804529125,-1.6429625128207253,-0.16923405226118948,-3,0.094097982642798,0.2797727342288997,6,11,41,13.54361853344216,73.35706722020996,0.627,1,-7,0,2025,R64,West,Missouri,Drake
-11,-117,29.028040412162344,10.639685430433317,-18.388354981729023,-6.168771354878373,-0.02998206713123358,0.05379963741724281,0.01918810298036372,0.04429193069799936,-2.9040169066352313,5.063005116197032,6,0.004931802169200472,0.5484644176795133,-1.5,1,0.19024422534741858,0.058223346871480564,3,14,13,23.82552888433003,69.84769618682128,0.857,1,35,1,2025,R64,West,Texas Tech,UNC Wilmington
-3,-6,3.641699872950438,5.451667089116782,1.809967216166342,-1.4660926598814825,-0.009937940496739683,-0.03193369736669682,-0.008582446276143324,-0.06076554481503793,0.4043502059514381,-0.022241978366347226,0,-0.10704702508424496,-1.8147858391947196,-1.5,0,0.09573503553580864,0.2720694076465444,7,10,43,23.961097087265294,71.28274183456901,0.608,1,-9,0,2025,R64,West,Kansas,Arkansas
-13,-124,25.675469079845314,14.304476484058853,-11.370992595786461,-5.628454427624902,0.0312991093224021,-0.019052853763155686,-0.02309131112697546,-0.10636864771126864,10.75918317679649,3.349245402028276,5,0.03933135572224555,-2.1524749691552696,-1.2513798472607895,3,0.2770407777493309,0.1856370016644866,2,15,9,28.943960394540717,63.651479561885246,0.938,1,6,1,2025,R64,West,St Johns,Omaha
-8,-41,15.765781773916075,2.554602963540191,-13.211178810375884,-3.792966889031007,0.016220474548252373,0.09138294198892621,-0.0507112503808734,-0.037134137986830074,-7.145972436931849,4.90647648332417,21,0.2729125232814096,-0.85608908546374,-1.5,-1,0.3555060189919458,0.3228161286997011,1,9,4,36.31911007176882,68.51449689136135,0.6547534606063192,2,-5,1,2025,R32,East,Duke,Baylor
1,3,-7.464162963681616,-2.0796694624281145,5.384493501253502,-11.339168302732219,0.04087632803055263,-0.01281095396569576,-0.007773120247580756,-0.03424647176464196,3.299824907074022,-1.5653949077644747,3,-0.13769068373684878,-2.845974653868998,0.784026479404349,0,0.012862330015426249,-0.06736627316688804,5,4,41,40.907028491628836,63.40714776650411,0.48001065984441826,2,3,0,2025,R32,East,Oregon,Arizona
3,36,-3.975285670082986,-1.8479813802956215,2.127304289787361,6.308436613115738,-0.0685841562124303,-0.020101088084356844,0.029784831641233828,-0.011179854622978602,5.211541553259558,-1.6226004009311463,4,-0.41662440412225815,-1.7521911489459967,0.20911627061681948,-2,-0.10799338033618633,-0.0362718276977928,6,3,13,42.46372553448904,65.70134335912856,0.44028635073280703,2,-19,1,2025,R32,East,BYU,Wisconsin
5,22,-21.85417580643371,-9.079711479443176,12.77446432699054,5.466794087898336,0.06520473935888865,-0.06265036065863283,-0.03319352725181418,-0.029178000256987024,-1.0487041879734136,-0.7967260881300788,-16,-0.15413962883281745,-0.052300434232373405,-0.685613129302566,0,-0.1379031300242599,0.2725738935490333,7,2,16,37.69043803574357,61.73698873508219,0.401312339887548,2,6,0,2025,R32,East,Saint Marys,Alabama
-7,-20,6.771022351198933,-0.9677418299868634,-7.7387641811858,-3.314957347780876,-0.0014405248962470196,0.05352519363649355,0.030205540081154197,-0.020330144196776978,5.781522022204449,3.351450855291573,1,0.026923677862101425,-0.28870756846300516,1.2846079406168727,2,0.1612642630817246,0.13465193513787188,1,8,4,36.03375094982091,68.77398176924001,0.6364525402815664,2,-21,1,2025,R32,Midwest,Houston,Gonzaga
8,64,-9.947827659624718,-5.281176059629146,4.666651599995575,-4.936123028284214,0.03882334977474372,0.005250310419566695,-0.012610052484118811,0.039328695661815016,1.7644260348901746,-0.5020861776623602,-5,-0.026222328830925512,5.878326057602862,-1.4241089649576733,-3,-0.14847113880384233,-0.012731946439946795,12,4,27,17.818621886936025,66.01601712582935,0.3452465393936808,2,-23,0,2025,R32,Midwest,McNeese,Purdue
3,26,1.8386854835508597,4.079568038379932,2.2408825548290707,-1.4748889413711197,-0.025309628236435566,0.024508090664331572,0.02719217745721894,-0.10072159870381348,9.87788061065616,-0.7109752823655775,-3,0.15460991444855243,1.7452076208956306,-1.5,-2,-0.05974058396659043,0.08152320100868138,6,3,14,32.826073758104215,66.90917203216033,0.44028635073280703,2,-9,0,2025,R32,Midwest,Illinois,Kentucky
5,18,-9.498458234798084,-3.3327055150234344,6.165752719774645,15.281009431437617,0.0041522897828041305,-0.04993529311450051,0.019027757059906586,-0.1288283157602525,-6.172422027624496,-1.7624529031151712,-1,-0.0687958441069107,3.4063510344636274,-0.24343072482370776,-1,-0.04008154685893195,-0.12762512695229822,7,2,15,37.00611704771702,68.2253418158757,0.401312339887548,2,10,0,2025,R32,Midwest,UCLA,Tennessee
-8,-57,2.8397979395851785,4.378633137404876,1.538835197819708,-5.579900881701775,-0.012232252100123464,0.029263953501621587,0.05894025788157509,0.00369140880650376,0.35910799180496156,2.244849562986391,15,0.07479928336725938,-0.38505353133913367,-1.1448581971391967,1,0.12113428765440026,0.15403873403593848,1,9,2,46.61855266382156,74.22182938767128,0.6547534606063192,2,11,1,2025,R32,South,Auburn,Creighton
1,4,-5.2102991039873885,3.314185314580314,8.524484418567695,-3.385399625362851,0.0028649138327095924,-0.028031221037925436,-0.052337562514051944,0.0793575918165087,1.792888935234508,-1.3896848488914952,11,0.05324193918623954,1.7760804593242465,-0.37362834052350546,1,-0.05355591477038091,-0.24193669423630082,5,4,28,43.40340103845315,66.13967804388236,0.48001065984441826,2,2,1,2025,R32,South,Michigan,Texas A&M
3,25,-13.996833722957078,-6.6236129410581555,7.373220781898922,-7.272911592251845,-0.02169961024406697,0.012833999849340305,0.04045938302901028,-0.056667716615498465,1.1763219814853194,0.645432816748368,0,0.21835007732478107,0.7935295668722233,0.7733348524796293,0,-0.11214495262182245,-0.33445252571121664,6,3,16,43.093152200513046,68.15774772944641,0.44028635073280703,2,-8,1,2025,R32,South,Ole Miss,Iowa State
8,24,-14.77714278265342,5.1909574172833,19.968100199936714,5.720406781223758,0.009573763847885997,-0.016932875611503362,-0.026793925572452554,0.015783410067918724,8.718876044379787,-4.598770616409148,-6,-0.47585851708036614,-1.1066152457894738,0.39256799039474455,-3,-0.2649363500886309,-0.03926843355238463,10,2,9,35.02262053243166,70.06778735457166,0.3452465393936808,2,19,0,2025,R32,South,New Mexico,Michigan State
-7,-73,22.68325779720176,11.88029938453434,-10.802958412667422,4.43818667177915,0.019941478815551028,0.03429676592352504,-0.0006409010116685543,-0.018934234225455537,1.1653690551585747,0.2819077457665706,8,0.08257599682799954,4.566123030890912,-1.263158783297234,1,0.20845525434039514,0.31943702157800624,1,8,3,42.64886593613383,65.43700984722506,0.6364525402815664,2,32,1,2025,R32,West,Florida,UConn
8,55,-14.539049551907503,-9.955128316643098,4.5839212352644125,-3.507453333528403,0.015506165123273907,-0.042719084026854204,0.01855001866333808,-0.013674787692182833,1.3392377518524547,-0.5061205534046951,-8,-0.1307416269538232,4.893539415792288,1.5,-4,-0.01993372160099849,0.121942104902796,12,4,28,29.30717946673078,72.1246718858198,0.3452465393936808,2,-14,0,2025,R32,West,Colorado State,Maryland
8,41,-25.69001801168917,-8.793780069629918,16.896237942059244,7.621607006142185,-0.044810890000854586,-0.02643451092666249,-0.021191691761646425,-0.009479798838485098,3.7039691297962385,-3.486730661543802,-6,-0.1815611497348185,2.7518039458786365,1.5,2,-0.18422672706699972,-0.22703916355762388,11,3,13,27.163551284803205,70.57411401245318,0.3452465393936808,2,-4,0,2025,R32,West,Drake,Texas Tech
8,40,-17.15001613003559,-11.22442919560659,5.925586934429006,11.178535816436948,-0.021351828286064967,0.04040621271020439,0.04360188487587627,0.03438963477685686,-3.912458514317919,-0.38100926935865154,-5,-0.04010324263093851,4.107939614195743,1.5,-3,-0.21673060475816008,-0.4135510013798027,10,2,9,37.46941334435044,66.42652025629127,0.3452465393936808,2,3,1,2025,R32,West,Arkansas,St Johns
-3,-37,1.8568501951872207,-0.6056746415733016,-2.4625248367605224,-2.4587184710243832,0.011033610860226084,0.03378103801396226,-0.04331062876841027,-0.12011111734341684,1.1876211278511093,0.020173017464463427,22,0.07936749643550445,-1.4680625717440918,-0.4348220064494024,0,0.16737072988175727,0.0676115832719224,1,4,4,50.22804165049767,67.84737268235803,0.5597136492671929,3,17,1,2025,S16,East,Duke,Arizona
4,33,-10.528086988885612,-1.1447142571156235,9.383372731769995,9.851969974553398,-0.03200414117323991,-0.05684842117047362,0.05927578614523038,-0.06082458334512364,7.725684701016576,-1.3924665904611881,-14,-0.42901596399762215,-3.5828848548798895,0.5858280330749457,-1,-0.19004687983703172,0.19651217076362149,6,2,16,49.016526853291666,63.929576678409724,0.42067574785125056,3,-10,0,2025,S16,East,BYU,Alabama
-3,-23,7.519161877229553,-1.1518364567779145,-8.670998334007464,-1.3675755446218858,0.021365292528851776,0.05722761744584348,-0.0064947493390393185,0.015039866114074374,1.1653827593014547,2.573583646110326,-2,0.1420516077134567,3.1777984278017932,0.16430883952567932,-1,0.05734657115267805,-0.007219409981815472,1,4,4,35.2856114237903,67.80029086766052,0.5597136492671929,3,3,1,2025,S16,Midwest,Houston,Purdue
1,-1,-7.758593503980874,-1.4952800149857097,6.263313488995166,7.061779402689005,0.04940958161176856,-0.0398166882518628,-0.004473666307027585,0.04034231599614657,-5.703130212589471,0.35392323756481137,1,0.08358226701731364,3.6035235846983262,-0.31278493967035104,1,0.055710741062915625,-0.2032799327705258,3,2,14,38.74598177853423,64.11572680150138,0.48001065984441826,3,7,0,2025,S16,Midwest,Kentucky,Tennessee
-4,-30,5.632624334470492,-0.7890171286953773,-6.421641463165855,6.98490071561946,-0.014851320589579886,0.017905221987417397,0.0852524402976122,-0.04491668841604357,1.6157965325350787,0.9798716536384178,11,-0.11921256297009042,1.9835285082224878,-0.1791312830977132,-1,0.17332532584809046,0.19894116237697734,1,5,2,43.82572626893625,67.93942858901066,0.5793242521487495,3,4,1,2025,S16,South,Auburn,Michigan
4,32,-10.351722418764556,-1.6877039847615123,8.66401843400304,-2.6862920306392937,0.010691150606934818,0.008976982389419796,0.02393729894132615,0.03956276625076305,0.8042683956852557,0.5502888928008742,-12,0.07401292690434991,-2.9650746758245603,1.5,-1,-0.2175864969238288,-0.3507967980118626,6,2,9,39.44804089632052,65.86443794864014,0.42067574785125056,3,-9,0,2025,S16,South,Ole Miss,Michigan State
-3,-25,10.742947357348655,10.110801090425596,-0.6321462669230584,-6.22229536946935,-0.0005081865782921025,0.024138866605096454,-0.008295798042351032,0.024808634601860613,7.096068161464885,1.457442119344364,5,0.11413075877335321,3.799806558643274,0.12237784620093084,-1,0.12798062251625308,0.35693548549860044,1,4,3,54.58917637598694,70.76725086784931,0.5597136492671929,3,5,1,2025,S16,West,Florida,Maryland
-7,-36,16.26708604108876,4.440129135788368,-11.826956905300392,-5.252477655127649,0.05020860138531491,-0.035276716892565396,0.002854819312029744,0.001819284547523281,1.0556907188867193,2.2027955965793966,7,-0.03786567508231181,-2.8052789321198386,-1.5,1,0.1041713965517268,0.22911147413055044,3,10,13,36.586483255403614,69.38954933694592,0.6364525402815664,3,-1,0,2025,S16,West,Texas Tech,Arkansas
-1,-12,-3.729860998246192,-0.38595808056514613,3.3439029176810493,7.6144217557128115,0.014731861023606352,0.006257916712708589,-0.022116596824849122,-0.06942253093429551,0.47630305960045405,0.9187424792144521,4,-0.004906707734063542,-2.598575052922669,-1.5,0,0.049264265726710166,0.19897961296935218,1,2,4,55.81475284393109,62.81080256898943,0.5199893401555818,4,4,1,2025,E8,East,Duke,Alabama
-1,-11,-1.8499009907476278,-4.181248734681006,-2.331347743933378,6.531665995192689,0.03005596542933109,-0.006570526156949752,0.01313304305552504,-0.04570761819439306,2.073848851724872,1.2427164948646698,1,-0.03837604128581107,2.216991176784008,-0.2103669480043413,1,0.11890302861178803,-0.02285458263339768,1,2,4,44.65467429176748,63.85067009775322,0.5199893401555818,4,3,1,2025,E8,Midwest,Houston,Tennessee
-1,-7,-0.17070635583916882,9.771569105431652,9.942275461270825,4.224294982860599,0.047163896316995246,0.021166489311869152,0.01982337226485839,0.10844001548498539,3.9794006790823424,-1.080380826123295,13,-0.013251210697730942,-2.2905316329731633,1.3733846297950967,-2,0.04338034521450107,-0.0021193509653351095,1,2,2,49.629056959245915,69.3197314553901,0.5199893401555818,4,-1,1,2025,E8,South,Auburn,Michigan State
-9,-46,22.506363259510366,13.362943362587217,-9.143419896923163,-4.359684981395105,0.02073022272208258,0.007072525896809179,-0.05747331440320763,-0.006722221492188096,-0.49155616277293745,1.0768817319654076,13,0.29840931176635305,-0.44803685314405683,-1.5,3,0.17688459486867314,0.3673806124316681,1,10,3,42.82576047382523,69.83594567381219,0.6726070170677604,4,-5,1,2025,E8,West,Florida,Arkansas
-1,-12,-3.729860998246192,-0.38595808056514613,3.3439029176810493,7.6144217557128115,0.014731861023606352,0.006257916712708589,-0.022116596824849122,-0.06942253093429551,0.47630305960045405,0.9187424792144521,4,-0.004906707734063542,-2.598575052922669,-1.5,0,0.049264265726710166,0.19897961296935218,1,2,4,55.81475284393109,62.81080256898943,0.5199893401555818,5,4,1,2025,F4,,Duke,Alabama
0,1,7.936886564964425,6.795260909253912,-1.141625655710527,-3.7757757637057523,-0.00490947362270272,0.016427139984314665,-0.06415236857702669,-0.013959665115222897,-4.7879966195458294,-0.01030419690894746,-12,0.18161914587477113,2.0569702806458263,-1.5,2,-0.03469650783010403,0.03967058714040972,1,1,2,57.39523716837117,69.54399106496751,0.5,5,-1,1,2025,F4,,Florida,Auburn
0,-1,6.6236159438253495,8.742841671637223,2.119225727811866,1.0380897362688017,0.011932051827461931,-0.011851639766267241,0.001425473645197406,0.0654127067854024,-0.8226302458322081,-0.662861376794817,-9,0.11323425482643168,2.017809621794351,1.0142141517041807,1,-0.06076972769602029,0.12401694768826976,1,1,3,58.70850778951024,67.13705831498024,0.5,6,1,1,2025,NCG,,Florida,Duke
-15,-189,29.478715104474023,14.588134851587725,-14.890580252886295,-0.558037142219888,-0.0285166414708915,-0.029584936498396774,0.04045378149428608,0.0561796906142516,0.5944180749357528,4.853769273613653,8,0.16883752045546946,0.8679571282183254,-1.1551555630403367,2,0.17122295577815194,0.21913999732812472,1,16,4,25.002192041149005,65.40353712626744,0.991,1,33,1,2024,R64,East,UConn,Stetson
-1,25,-0.651546317529478,-1.8651129200641634,-1.2135666025346836,4.048026755439437,-0.01277016690498417,-0.03033405234101505,0.010293404866258071,0.009059384521454383,-0.6247258186273541,-2.522151298428459,0,-0.22719497939925437,5.347700014150627,-1.4778376808707243,2,0.05746575720077607,0.4223319616754874,8,9,23,21.00970837003534,67.82779781433953,0.512,1,-30,0,2024,R64,East,Florida Atlantic,Northwestern
-7,-25,13.013736060218921,-0.6754741127750066,-13.689210172993924,-4.404262096432831,-0.00686004586455552,0.00287569746239269,-0.0375510304714029,0.08503680061011643,2.2315619264852806,1.8454952614975526,1,0.026920111838581506,-0.24345351642234547,1.3615401476999454,1,0.15229954111746313,0.17566392014712018,5,12,36,27.01870027384032,65.7224619778136,0.649,1,-10,1,2024,R64,East,San Diego State,UAB
-9,-57,15.947842179414511,5.557202702591141,-10.390639476823367,-0.19235156898299977,0.03213570924561676,-0.045910631149120806,0.03823148112336486,0.1053803903134532,-0.6657517503537456,0.933976438193756,12,-0.04105412590636898,-2.2458823978090425,-1.5,2,0.2565845641155696,0.2118244128079485,4,13,18,29.064231802134298,71.8244557195957,0.8,1,1,0,2024,R64,East,Auburn,Yale
